tick,flight_id,origin,destination,phase,altitude,delay
37,FL010,KBOI,KPAE,Landing,0,0
37,FL011,KPDX,KSEA,Landing,0,0
37,FL012,KPDX,KBOI,Landing,0,2
37,FL013,KEUG,KSEA,Landing,0,4
37,FL014,KTTD,KPAE,Landing,0,0
37,FL015,KRNT,KBFI,Landing,0,4
37,FL016,KRNT,KSEA,Landing,0,6
37,FL017,KPDX,KPAE,Landing,0,4
37,FL018,KGEG,KRNT,Landing,0,6
37,FL019,KSEA,KBOI,Landing,0,2
38,FL000,KEUG,KOLM,Landing,0,0
38,FL001,KOLM,KPAE,Landing,0,0
38,FL002,KGEG,KPAE,Landing,0,0
38,FL003,KGEG,KOLM,Landing,0,2
38,FL004,KEUG,KBFI,Landing,0,2
38,FL005,KRNT,KSEA,Landing,0,0
38,FL006,KSEA,KTTD,Landing,0,0
38,FL007,KRNT,KBFI,Landing,0,2
38,FL008,KGEG,KBFI,Landing,0,4
38,FL009,KOLM,KEUG,Landing,0,2
38,FL010,KBOI,KPAE,Landing,0,0
38,FL011,KPDX,KSEA,Landing,0,0
38,FL012,KPDX,KBOI,Landing,0,2
38,FL013,KEUG,KSEA,Landing,0,4
38,FL014,KTTD,KPAE,Landing,0,0
38,FL015,KRNT,KBFI,Landing,0,4
38,FL016,KRNT,KSEA,Landing,0,6
38,FL017,KPDX,KPAE,Landing,0,4
38,FL018,KGEG,KRNT,Landing,0,6
38,FL019,KSEA,KBOI,Landing,0,2
39,FL000,KEUG,KOLM,Landing,0,0
39,FL001,KOLM,KPAE,Landing,0,0
39,FL002,KGEG,KPAE,Landing,0,0
39,FL003,KGEG,KOLM,Landing,0,2
39,FL004,KEUG,KBFI,Landing,0,2
39,FL005,KRNT,KSEA,Landing,0,0
39,FL006,KSEA,KTTD,Landing,0,0
39,FL007,KRNT,KBFI,Landing,0,2
39,FL008,KGEG,KBFI,Landing,0,4
39,FL009,KOLM,KEUG,Landing,0,2
39,FL010,KBOI,KPAE,Landing,0,0
39,FL011,KPDX,KSEA,Landing,0,0
39,FL012,KPDX,KBOI,Landing,0,2
39,FL013,KEUG,KSEA,Landing,0,4
39,FL014,KTTD,KPAE,Landing,0,0
39,FL015,KRNT,KBFI,Landing,0,4
39,FL016,KRNT,KSEA,Landing,0,6
39,FL017,KPDX,KPAE,Landing,0,4
39,FL018,KGEG,KRNT,Landing,0,6
39,FL019,KSEA,KBOI,Landing,0,2
40,FL000,KEUG,KOLM,Landing,0,0
40,FL001,KOLM,KPAE,Landing,0,0
40,FL002,KGEG,KPAE,Landing,0,0
40,FL003,KGEG,KOLM,Landing,0,2
40,FL004,KEUG,KBFI,Landing,0,2
40,FL005,KRNT,KSEA,Landing,0,0
40,FL006,KSEA,KTTD,Landing,0,0
40,FL007,KRNT,KBFI,Landing,0,2
40,FL008,KGEG,KBFI,Landing,0,4
40,FL009,KOLM,KEUG,Landing,0,2
40,FL010,KBOI,KPAE,Landing,0,0
40,FL011,KPDX,KSEA,Landing,0,0
40,FL012,KPDX,KBOI,Landing,0,2
40,FL013,KEUG,KSEA,Landing,0,4
40,FL014,KTTD,KPAE,Landing,0,0
40,FL015,KRNT,KBFI,Landing,0,4
40,FL016,KRNT,KSEA,Landing,0,6
40,FL017,KPDX,KPAE,Landing,0,4
40,FL018,KGEG,KRNT,Landing,0,6
40,FL019,KSEA,KBOI,Landing,0,2
41,FL000,KEUG,KOLM,Landing,0,0
41,FL001,KOLM,KPAE,Landing,0,0
41,FL002,KGEG,KPAE,Landing,0,0
41,FL003,KGEG,KOLM,Landing,0,2
41,FL004,KEUG,KBFI,Landing,0,2
41,FL005,KRNT,KSEA,Landing,0,0
41,FL006,KSEA,KTTD,Landing,0,0
41,FL007,KRNT,KBFI,Landing,0,2
41,FL008,KGEG,KBFI,Landing,0,4
41,FL009,KOLM,KEUG,Landing,0,2
41,FL010,KBOI,KPAE,Landing,0,0
41,FL011,KPDX,KSEA,Landing,0,0
41,FL012,KPDX,KBOI,Landing,0,2
41,FL013,KEUG,KSEA,Landing,0,4
41,FL014,KTTD,KPAE,Landing,0,0
41,FL015,KRNT,KBFI,Landing,0,4
41,FL016,KRNT,KSEA,Landing,0,6
41,FL017,KPDX,KPAE,Landing,0,4
41,FL018,KGEG,KRNT,Landing,0,6
41,FL019,KSEA,KBOI,Landing,0,2
42,FL000,KEUG,KOLM,Landing,0,0
42,FL001,KOLM,KPAE,Landing,0,0
42,FL002,KGEG,KPAE,Landing,0,0
42,FL003,KGEG,KOLM,Landing,0,2
42,FL004,KEUG,KBFI,Landing,0,2
42,FL005,KRNT,KSEA,Landing,0,0
42,FL006,KSEA,KTTD,Landing,0,0
42,FL007,KRNT,KBFI,Landing,0,2
42,FL008,KGEG,KBFI,Landing,0,4
42,FL009,KOLM,KEUG,Landing,0,2
42,FL010,KBOI,KPAE,Landing,0,0
42,FL011,KPDX,KSEA,Landing,0,0
42,FL012,KPDX,KBOI,Landing,0,2
42,FL013,KEUG,KSEA,Landing,0,4
42,FL014,KTTD,KPAE,Landing,0,0
42,FL015,KRNT,KBFI,Landing,0,4
42,FL016,KRNT,KSEA,Landing,0,6
42,FL017,KPDX,KPAE,Landing,0,4
42,FL018,KGEG,KRNT,Landing,0,6
42,FL019,KSEA,KBOI,Landing,0,2
43,FL000,KEUG,KOLM,Landing,0,0
43,FL001,KOLM,KPAE,Landing,0,0
43,FL002,KGEG,KPAE,Landing,0,0
43,FL003,KGEG,KOLM,Landing,0,2
43,FL004,KEUG,KBFI,Landing,0,2
43,FL005,KRNT,KSEA,Landing,0,0
43,FL006,KSEA,KTTD,Landing,0,0
43,FL007,KRNT,KBFI,Landing,0,2
43,FL008,KGEG,KBFI,Landing,0,4
43,FL009,KOLM,KEUG,Landing,0,2
43,FL010,KBOI,KPAE,Landing,0,0
43,FL011,KPDX,KSEA,Landing,0,0
43,FL012,KPDX,KBOI,Landing,0,2
43,FL013,KEUG,KSEA,Landing,0,4
43,FL014,KTTD,KPAE,Landing,0,0
43,FL015,KRNT,KBFI,Landing,0,4
43,FL016,KRNT,KSEA,Landing,0,6
43,FL017,KPDX,KPAE,Landing,0,4
43,FL018,KGEG,KRNT,Landing,0,6
43,FL019,KSEA,KBOI,Landing,0,2
44,FL000,KEUG,KOLM,Landing,0,0
44,FL001,KOLM,KPAE,Landing,0,0
44,FL002,KGEG,KPAE,Landing,0,0
44,FL003,KGEG,KOLM,Landing,0,2
44,FL004,KEUG,KBFI,Landing,0,2
44,FL005,KRNT,KSEA,Landing,0,0
44,FL006,KSEA,KTTD,Landing,0,0
44,FL007,KRNT,KBFI,Landing,0,2
44,FL008,KGEG,KBFI,Landing,0,4
44,FL009,KOLM,KEUG,Landing,0,2
44,FL010,KBOI,KPAE,Landing,0,0
44,FL011,KPDX,KSEA,Landing,0,0
44,FL012,KPDX,KBOI,Landing,0,2
44,FL013,KEUG,KSEA,Landing,0,4
44,FL014,KTTD,KPAE,Landing,0,0
44,FL015,KRNT,KBFI,Landing,0,4
44,FL016,KRNT,KSEA,Landing,0,6
44,FL017,KPDX,KPAE,Landing,0,4
44,FL018,KGEG,KRNT,Landing,0,6
44,FL019,KSEA,KBOI,Landing,0,2
45,FL000,KEUG,KOLM,Landing,0,0
45,FL001,KOLM,KPAE,Landing,0,0
45,FL002,KGEG,KPAE,Landing,0,0
45,FL003,KGEG,KOLM,Landing,0,2
45,FL004,KEUG,KBFI,Landing,0,2
45,FL005,KRNT,KSEA,Landing,0,0
45,FL006,KSEA,KTTD,Landing,0,0
45,FL007,KRNT,KBFI,Landing,0,2
45,FL008,KGEG,KBFI,Landing,0,4
45,FL009,KOLM,KEUG,Landing,0,2
45,FL010,KBOI,KPAE,Landing,0,0
45,FL011,KPDX,KSEA,Landing,0,0
45,FL012,KPDX,KBOI,Landing,0,2
45,FL013,KEUG,KSEA,Landing,0,4
45,FL014,KTTD,KPAE,Landing,0,0
45,FL015,KRNT,KBFI,Landing,0,4
45,FL016,KRNT,KSEA,Landing,0,6
45,FL017,KPDX,KPAE,Landing,0,4
45,FL018,KGEG,KRNT,Landing,0,6
45,FL019,KSEA,KBOI,Landing,0,2
46,FL000,KEUG,KOLM,Landing,0,0
46,FL001,KOLM,KPAE,Landing,0,0
46,FL002,KGEG,KPAE,Landing,0,0
46,FL003,KGEG,KOLM,Landing,0,2
46,FL004,KEUG,KBFI,Landing,0,2
46,FL005,KRNT,KSEA,Landing,0,0
46,FL006,KSEA,KTTD,Landing,0,0
46,FL007,KRNT,KBFI,Landing,0,2
46,FL008,KGEG,KBFI,Landing,0,4
46,FL009,KOLM,KEUG,Landing,0,2
46,FL010,KBOI,KPAE,Landing,0,0
46,FL011,KPDX,KSEA,Landing,0,0
46,FL012,KPDX,KBOI,Landing,0,2
46,FL013,KEUG,KSEA,Landing,0,4
46,FL014,KTTD,KPAE,Landing,0,0
46,FL015,KRNT,KBFI,Landing,0,4
46,FL016,KRNT,KSEA,Landing,0,6
46,FL017,KPDX,KPAE,Landing,0,4
46,FL018,KGEG,KRNT,Landing,0,6
46,FL019,KSEA,KBOI,Landing,0,2
47,FL000,KEUG,KOLM,Landing,0,0
47,FL001,KOLM,KPAE,Landing,0,0
47,FL002,KGEG,KPAE,Landing,0,0
47,FL003,KGEG,KOLM,Landing,0,2
47,FL004,KEUG,KBFI,Landing,0,2
47,FL005,KRNT,KSEA,Landing,0,0
47,FL006,KSEA,KTTD,Landing,0,0
47,FL007,KRNT,KBFI,Landing,0,2
47,FL008,KGEG,KBFI,Landing,0,4
47,FL009,KOLM,KEUG,Landing,0,2
47,FL010,KBOI,KPAE,Landing,0,0
47,FL011,KPDX,KSEA,Landing,0,0
47,FL012,KPDX,KBOI,Landing,0,2
47,FL013,KEUG,KSEA,Landing,0,4
47,FL014,KTTD,KPAE,Landing,0,0
47,FL015,KRNT,KBFI,Landing,0,4
47,FL016,KRNT,KSEA,Landing,0,6
47,FL017,KPDX,KPAE,Landing,0,4
47,FL018,KGEG,KRNT,Landing,0,6
47,FL019,KSEA,KBOI,Landing,0,2
48,FL000,KEUG,KOLM,Landing,0,0
48,FL001,KOLM,KPAE,Landing,0,0
48,FL002,KGEG,KPAE,Landing,0,0
48,FL003,KGEG,KOLM,Landing,0,2
48,FL004,KEUG,KBFI,Landing,0,2
48,FL005,KRNT,KSEA,Landing,0,0
48,FL006,KSEA,KTTD,Landing,0,0
48,FL007,KRNT,KBFI,Landing,0,2
48,FL008,KGEG,KBFI,Landing,0,4
48,FL009,KOLM,KEUG,Landing,0,2
48,FL010,KBOI,KPAE,Landing,0,0
48,FL011,KPDX,KSEA,Landing,0,0
48,FL012,KPDX,KBOI,Landing,0,2
48,FL013,KEUG,KSEA,Landing,0,4
48,FL014,KTTD,KPAE,Landing,0,0
48,FL015,KRNT,KBFI,Landing,0,4
48,FL016,KRNT,KSEA,Landing,0,6
48,FL017,KPDX,KPAE,Landing,0,4
48,FL018,KGEG,KRNT,Landing,0,6
48,FL019,KSEA,KBOI,Landing,0,2
49,FL000,KEUG,KOLM,Landing,0,0
49,FL001,KOLM,KPAE,Landing,0,0
49,FL002,KGEG,KPAE,Landing,0,0
49,FL003,KGEG,KOLM,Landing,0,2
49,FL004,KEUG,KBFI,Landing,0,2
49,FL005,KRNT,KSEA,Landing,0,0
49,FL006,KSEA,KTTD,Landing,0,0
49,FL007,KRNT,KBFI,Landing,0,2
49,FL008,KGEG,KBFI,Landing,0,4
49,FL009,KOLM,KEUG,Landing,0,2
49,FL010,KBOI,KPAE,Landing,0,0
49,FL011,KPDX,KSEA,Landing,0,0
49,FL012,KPDX,KBOI,Landing,0,2
49,FL013,KEUG,KSEA,Landing,0,4
49,FL014,KTTD,KPAE,Landing,0,0
49,FL015,KRNT,KBFI,Landing,0,4
49,FL016,KRNT,KSEA,Landing,0,6
49,FL017,KPDX,KPAE,Landing,0,4
49,FL018,KGEG,KRNT,Landing,0,6
49,FL019,KSEA,KBOI,Landing,0,2
50,FL000,KEUG,KOLM,Landing,0,0
50,FL001,KOLM,KPAE,Landing,0,0
50,FL002,KGEG,KPAE,Landing,0,0
50,FL003,KGEG,KOLM,Landing,0,2
50,FL004,KEUG,KBFI,Landing,0,2
50,FL005,KRNT,KSEA,Landing,0,0
50,FL006,KSEA,KTTD,Landing,0,0
50,FL007,KRNT,KBFI,Landing,0,2
50,FL008,KGEG,KBFI,Landing,0,4
50,FL009,KOLM,KEUG,Landing,0,2
50,FL010,KBOI,KPAE,Landing,0,0
50,FL011,KPDX,KSEA,Landing,0,0
50,FL012,KPDX,KBOI,Landing,0,2
50,FL013,KEUG,KSEA,Landing,0,4
50,FL014,KTTD,KPAE,Landing,0,0
50,FL015,KRNT,KBFI,Landing,0,4
50,FL016,KRNT,KSEA,Landing,0,6
50,FL017,KPDX,KPAE,Landing,0,4
50,FL018,KGEG,KRNT,Landing,0,6
50,FL019,KSEA,KBOI,Landing,0,2
51,FL000,KEUG,KOLM,Landing,0,0
51,FL001,KOLM,KPAE,Landing,0,0
51,FL002,KGEG,KPAE,Landing,0,0
51,FL003,KGEG,KOLM,Landing,0,2
51,FL004,KEUG,KBFI,Landing,0,2
51,FL005,KRNT,KSEA,Landing,0,0
51,FL006,KSEA,KTTD,Landing,0,0
51,FL007,KRNT,KBFI,Landing,0,2
51,FL008,KGEG,KBFI,Landing,0,4
51,FL009,KOLM,KEUG,Landing,0,2
51,FL010,KBOI,KPAE,Landing,0,0
51,FL011,KPDX,KSEA,Landing,0,0
51,FL012,KPDX,KBOI,Landing,0,2
51,FL013,KEUG,KSEA,Landing,0,4
51,FL014,KTTD,KPAE,Landing,0,0
51,FL015,KRNT,KBFI,Landing,0,4
51,FL016,KRNT,KSEA,Landing,0,6
51,FL017,KPDX,KPAE,Landing,0,4
51,FL018,KGEG,KRNT,Landing,0,6
51,FL019,KSEA,KBOI,Landing,0,2
52,FL000,KEUG,KOLM,Landing,0,0
52,FL001,KOLM,KPAE,Landing,0,0
52,FL002,KGEG,KPAE,Landing,0,0
52,FL003,KGEG,KOLM,Landing,0,2
52,FL004,KEUG,KBFI,Landing,0,2
52,FL005,KRNT,KSEA,Landing,0,0
52,FL006,KSEA,KTTD,Landing,0,0
52,FL007,KRNT,KBFI,Landing,0,2
52,FL008,KGEG,KBFI,Landing,0,4
52,FL009,KOLM,KEUG,Landing,0,2
52,FL010,KBOI,KPAE,Landing,0,0
52,FL011,KPDX,KSEA,Landing,0,0
52,FL012,KPDX,KBOI,Landing,0,2
52,FL013,KEUG,KSEA,Landing,0,4
52,FL014,KTTD,KPAE,Landing,0,0
52,FL015,KRNT,KBFI,Landing,0,4
52,FL016,KRNT,KSEA,Landing,0,6
52,FL017,KPDX,KPAE,Landing,0,4
52,FL018,KGEG,KRNT,Landing,0,6
52,FL019,KSEA,KBOI,Landing,0,2
53,FL000,KEUG,KOLM,Landing,0,0
53,FL001,KOLM,KPAE,Landing,0,0
53,FL002,KGEG,KPAE,Landing,0,0
53,FL003,KGEG,KOLM,Landing,0,2
53,FL004,KEUG,KBFI,Landing,0,2
53,FL005,KRNT,KSEA,Landing,0,0
53,FL006,KSEA,KTTD,Landing,0,0
53,FL007,KRNT,KBFI,Landing,0,2
53,FL008,KGEG,KBFI,Landing,0,4
53,FL009,KOLM,KEUG,Landing,0,2
53,FL010,KBOI,KPAE,Landing,0,0
53,FL011,KPDX,KSEA,Landing,0,0
53,FL012,KPDX,KBOI,Landing,0,2
53,FL013,KEUG,KSEA,Landing,0,4
53,FL014,KTTD,KPAE,Landing,0,0
53,FL015,KRNT,KBFI,Landing,0,4
53,FL016,KRNT,KSEA,Landing,0,6
53,FL017,KPDX,KPAE,Landing,0,4
53,FL018,KGEG,KRNT,Landing,0,6
53,FL019,KSEA,KBOI,Landing,0,2
54,FL000,KEUG,KOLM,Landing,0,0
54,FL001,KOLM,KPAE,Landing,0,0
54,FL002,KGEG,KPAE,Landing,0,0
54,FL003,KGEG,KOLM,Landing,0,2
54,FL004,KEUG,KBFI,Landing,0,2
54,FL005,KRNT,KSEA,Landing,0,0
54,FL006,KSEA,KTTD,Landing,0,0
54,FL007,KRNT,KBFI,Landing,0,2
54,FL008,KGEG,KBFI,Landing,0,4
54,FL009,KOLM,KEUG,Landing,0,2
54,FL010,KBOI,KPAE,Landing,0,0
54,FL011,KPDX,KSEA,Landing,0,0
54,FL012,KPDX,KBOI,Landing,0,2
54,FL013,KEUG,KSEA,Landing,0,4
54,FL014,KTTD,KPAE,Landing,0,0
54,FL015,KRNT,KBFI,Landing,0,4
54,FL016,KRNT,KSEA,Landing,0,6
54,FL017,KPDX,KPAE,Landing,0,4
54,FL018,KGEG,KRNT,Landing,0,6
54,FL019,KSEA,KBOI,Landing,0,2
55,FL000,KEUG,KOLM,Landing,0,0
55,FL001,KOLM,KPAE,Landing,0,0
55,FL002,KGEG,KPAE,Landing,0,0
55,FL003,KGEG,KOLM,Landing,0,2
55,FL004,KEUG,KBFI,Landing,0,2
55,FL005,KRNT,KSEA,Landing,0,0
55,FL006,KSEA,KTTD,Landing,0,0
55,FL007,KRNT,KBFI,Landing,0,2
55,FL008,KGEG,KBFI,Landing,0,4
55,FL009,KOLM,KEUG,Landing,0,2
55,FL010,KBOI,KPAE,Landing,0,0
55,FL011,KPDX,KSEA,Landing,0,0
55,FL012,KPDX,KBOI,Landing,0,2
55,FL013,KEUG,KSEA,Landing,0,4
55,FL014,KTTD,KPAE,Landing,0,0
55,FL015,KRNT,KBFI,Landing,0,4
55,FL016,KRNT,KSEA,Landing,0,6
55,FL017,KPDX,KPAE,Landing,0,4
55,FL018,KGEG,KRNT,Landing,0,6
55,FL019,KSEA,KBOI,Landing,0,2
56,FL000,KEUG,KOLM,Landing,0,0
56,FL001,KOLM,KPAE,Landing,0,0
56,FL002,KGEG,KPAE,Landing,0,0
56,FL003,KGEG,KOLM,Landing,0,2
56,FL004,KEUG,KBFI,Landing,0,2
56,FL005,KRNT,KSEA,Landing,0,0
56,FL006,KSEA,KTTD,Landing,0,0
56,FL007,KRNT,KBFI,Landing,0,2
56,FL008,KGEG,KBFI,Landing,0,4
56,FL009,KOLM,KEUG,Landing,0,2
56,FL010,KBOI,KPAE,Landing,0,0
56,FL011,KPDX,KSEA,Landing,0,0
56,FL012,KPDX,KBOI,Landing,0,2
56,FL013,KEUG,KSEA,Landing,0,4
56,FL014,KTTD,KPAE,Landing,0,0
56,FL015,KRNT,KBFI,Landing,0,4
56,FL016,KRNT,KSEA,Landing,0,6
56,FL017,KPDX,KPAE,Landing,0,4
56,FL018,KGEG,KRNT,Landing,0,6
56,FL019,KSEA,KBOI,Landing,0,2
tick,flight_id,origin,destination,phase,lat,lon,distance_travelled_nm,route_distance_nm,altitude,delay
0,FL000,KTTD,KBOI,Queued,45.5494,-122.401,0,289.83888401801806,0,0
0,FL001,KRNT,KEUG,Queued,47.4931,-122.215,0,206.50003483095688,0,0
0,FL002,KOLM,KBOI,Queued,46.9694,-122.903,0,348.3368492114644,0,0
0,FL003,KTTD,KEUG,Queued,45.5494,-122.401,0,92.24843466399868,0,0
0,FL004,KBFI,KPDX,Queued,47.53,-122.301,0,117.1974318364497,0,0
0,FL005,KPDX,KRNT,Queued,45.5887,-122.5975,0,115.4267802070516,0,0
0,FL006,KSEA,KBFI,Queued,47.4489,-122.3094,0,4.881199340325975,0,0
0,FL007,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,0
0,FL008,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,0
0,FL009,KOLM,KRNT,Queued,46.9694,-122.903,0,42.13591962348697,0,0
0,FL010,KPAE,KTTD,Queued,47.9063,-122.2816,0,141.59479515214852,0,0
0,FL011,KTTD,KBOI,Queued,45.5494,-122.401,0,289.83888401801806,0,0
0,FL012,KPDX,KSEA,Queued,45.5887,-122.5975,0,112.31964176220885,0,0
0,FL013,KOLM,KEUG,Queued,46.9694,-122.903,0,171.29605655103953,0,0
0,FL014,KTTD,KRNT,Queued,45.5494,-122.401,0,116.95340845518449,0,0
0,FL015,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,0
0,FL016,KEUG,KBFI,Queued,44.1246,-123.2119,0,207.9790809772568,0,0
0,FL017,KRNT,KBFI,Queued,47.4931,-122.215,0,4.131828503063924,0,0
0,FL018,KEUG,KTTD,Queued,44.1246,-123.2119,0,92.24843466399844,0,0
0,FL019,KBFI,KRNT,Queued,47.53,-122.301,0,4.131828503064001,0,0
1,FL000,KTTD,KBOI,Takeoff,45.5494,-122.401,0,289.83888401801806,0,0
1,FL001,KRNT,KEUG,Takeoff,47.4931,-122.215,0,206.50003483095688,0,0
1,FL002,KOLM,KBOI,Takeoff,46.9694,-122.903,0,348.3368492114644,0,0
1,FL003,KTTD,KEUG,Queued,45.5494,-122.401,0,92.24843466399868,0,1
1,FL004,KBFI,KPDX,Takeoff,47.53,-122.301,0,117.1974318364497,0,0
1,FL005,KPDX,KRNT,Takeoff,45.5887,-122.5975,0,115.4267802070516,0,0
1,FL006,KSEA,KBFI,Takeoff,47.4489,-122.3094,0,4.881199340325975,0,0
1,FL007,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,1
1,FL008,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,1
1,FL009,KOLM,KRNT,Queued,46.9694,-122.903,0,42.13591962348697,0,1
1,FL010,KPAE,KTTD,Takeoff,47.9063,-122.2816,0,141.59479515214852,0,0
1,FL011,KTTD,KBOI,Queued,45.5494,-122.401,0,289.83888401801806,0,1
1,FL012,KPDX,KSEA,Queued,45.5887,-122.5975,0,112.31964176220885,0,1
1,FL013,KOLM,KEUG,Queued,46.9694,-122.903,0,171.29605655103953,0,1
1,FL014,KTTD,KRNT,Queued,45.5494,-122.401,0,116.95340845518449,0,1
1,FL015,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,1
1,FL016,KEUG,KBFI,Takeoff,44.1246,-123.2119,0,207.9790809772568,0,0
1,FL017,KRNT,KBFI,Queued,47.4931,-122.215,0,4.131828503063924,0,1
1,FL018,KEUG,KTTD,Queued,44.1246,-123.2119,0,92.24843466399844,0,1
1,FL019,KBFI,KRNT,Queued,47.53,-122.301,0,4.131828503064001,0,1
2,FL000,KTTD,KBOI,Initial_Climb,45.53477997428064,-122.3495886254397,2.3333333333333335,289.83888401801806,3000,0
2,FL001,KRNT,KEUG,Initial_Climb,47.45508819188803,-122.22696499860722,2.3333333333333335,206.50003483095688,3000,0
2,FL002,KOLM,KBOI,Initial_Climb,46.94793872352841,-122.85553022067533,2.3333333333333335,348.3368492114644,3000,0
2,FL003,KTTD,KEUG,Queued,45.5494,-122.401,0,92.24843466399868,0,2
2,FL004,KBFI,KPDX,Initial_Climb,47.491357477484605,-122.3071148692131,2.3333333333333335,117.1974318364497,3000,0
2,FL005,KPDX,KRNT,Initial_Climb,45.62720948340355,-122.59002791357831,2.3333333333333335,115.4267802070516,3000,0
2,FL006,KSEA,KBFI,Initial_Climb,47.48766787110783,-122.30538782968911,2.3333333333333335,4.881199340325975,3000,0
2,FL007,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,2
2,FL008,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,2
2,FL009,KOLM,KRNT,Queued,46.9694,-122.903,0,42.13591962348697,0,2
2,FL010,KPAE,KTTD,Initial_Climb,47.86746180047586,-122.28365453003063,2.3333333333333335,141.59479515214852,3000,0
2,FL011,KTTD,KBOI,Queued,45.5494,-122.401,0,289.83888401801806,0,2
2,FL012,KPDX,KSEA,Queued,45.5887,-122.5975,0,112.31964176220885,0,2
2,FL013,KOLM,KEUG,Queued,46.9694,-122.903,0,171.29605655103953,0,2
2,FL014,KTTD,KRNT,Queued,45.5494,-122.401,0,116.95340845518449,0,2
2,FL015,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,2
2,FL016,KEUG,KBFI,Initial_Climb,44.16284403243979,-123.20227567114542,2.3333333333333335,207.9790809772568,3000,0
2,FL017,KRNT,KBFI,Queued,47.4931,-122.215,0,4.131828503063924,0,2
2,FL018,KEUG,KTTD,Queued,44.1246,-123.2119,0,92.24843466399844,0,2
2,FL019,KBFI,KRNT,Queued,47.53,-122.301,0,4.131828503064001,0,2
3,FL000,KTTD,KBOI,Initial_Climb,45.51179531233219,-122.26883231576035,6.0,289.83888401801806,3000,0
3,FL001,KRNT,KEUG,Initial_Climb,47.395354794339504,-122.24574581352533,6.0,206.50003483095688,3000,0
3,FL002,KOLM,KBOI,Initial_Climb,46.91420507525018,-122.78098181819159,6.0,348.3368492114644,3000,0
3,FL003,KTTD,KEUG,Takeoff,45.5494,-122.401,0,92.24843466399868,0,2
3,FL004,KBFI,KPDX,Initial_Climb,47.4306333682803,-122.31671285599802,6.0,117.1974318364497,3000,0
3,FL005,KPDX,KRNT,Initial_Climb,45.687724166166916,-122.57827336845772,6.0,115.4267802070516,3000,0
3,FL006,KSEA,KBFI,Initial_Climb,47.54858874828394,-122.29907566657643,6.0,4.881199340325975,3000,0
3,FL007,KRNT,KPAE,Takeoff,47.4931,-122.215,0,24.954288902352214,0,2
3,FL008,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,3
3,FL009,KOLM,KRNT,Takeoff,46.9694,-122.903,0,42.13591962348697,0,2
3,FL010,KPAE,KTTD,Initial_Climb,47.806430327704426,-122.28687928143034,6.0,141.59479515214852,3000,0
3,FL011,KTTD,KBOI,Queued,45.5494,-122.401,0,289.83888401801806,0,3
3,FL012,KPDX,KSEA,Takeoff,45.5887,-122.5975,0,112.31964176220885,0,2
3,FL013,KOLM,KEUG,Queued,46.9694,-122.903,0,171.29605655103953,0,3
3,FL014,KTTD,KRNT,Queued,45.5494,-122.401,0,116.95340845518449,0,3
3,FL015,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,3
3,FL016,KEUG,KBFI,Initial_Climb,44.22294143326577,-123.18713629681312,6.0,207.9790809772568,3000,0
3,FL017,KRNT,KBFI,Queued,47.4931,-122.215,0,4.131828503063924,0,3
3,FL018,KEUG,KTTD,Takeoff,44.1246,-123.2119,0,92.24843466399844,0,2
3,FL019,KBFI,KRNT,Takeoff,47.53,-122.301,0,4.131828503064001,0,2
4,FL000,KTTD,KBOI,Initial_Climb,45.48881067320494,-122.18810896614352,9.666666666666666,289.83888401801806,3000,0
4,FL001,KRNT,KEUG,Initial_Climb,47.33562139999635,-122.26450537329117,9.666666666666666,206.50003483095688,3000,0
4,FL002,KOLM,KBOI,Initial_Climb,46.88047145550784,-122.70648029990942,9.666666666666666,348.3368492114644,3000,0
4,FL003,KTTD,KEUG,Initial_Climb,45.513432937920605,-122.42201282781485,2.3333333333333335,92.24843466399868,3000,2
4,FL004,KBFI,KPDX,Initial_Climb,47.36990925992701,-122.32629978676768,9.666666666666666,117.1974318364497,3000,0
4,FL005,KPDX,KRNT,Initial_Climb,45.74823884765542,-122.56650608640672,9.666666666666666,115.4267802070516,3000,0
4,FL006,KSEA,KBFI,Initial_Climb,47.60950962508991,-122.2927561545164,9.666666666666666,4.881199340325975,3000,0
4,FL007,KRNT,KPAE,Initial_Climb,47.531737603508965,-122.22118282879758,2.3333333333333335,24.954288902352214,3000,2
4,FL008,KRNT,KPAE,Queued,47.4931,-122.215,0,24.954288902352214,0,4
4,FL009,KOLM,KRNT,Initial_Climb,46.99850769642511,-122.86525511356606,2.3333333333333335,42.13591962348697,3000,2
4,FL010,KPAE,KTTD,Initial_Climb,47.745398855029556,-122.29010024996508,9.666666666666666,141.59479515214852,3000,0
4,FL011,KTTD,KBOI,Queued,45.5494,-122.401,0,289.83888401801806,0,4
